Country Name,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024
Hungary,,1857.5,2042.3,2041.6,2111.7,2320.6,2401.7,2491.5,2576.3,2986,2538.2,3132,3339.8,3593.6,3825.8,3902.7,3686.2,4106.5,4460.4,4131.9,4806.1,4619.6,5177.9,4734.3,5401.2,5158.8,4960.8,4980.3,5224.6,5472.8,4520.8,5486.2,3646,3085.3,3968.8,4064.1,3999.6,4785.7,4554.2,4706.2,3632.7,4884.9,3963.2,3038.9,5589.9,5526.6,5097.3,3492,5800.2,4715.2,4719,5105.1,3761.1,4831.5,5897,5243.4,6486.6,5835.5,6286.2,6365.8,6659.1,5920,4032.1,6252,
IBRD only,,1153.834852,1217.193768,1289.027111,1329.902172,1335.262457,1389.203795,1467.527885,1461.514257,1478.037914,1591.655312,1654.349938,1626.873573,1679.896659,1727.850867,1810.649899,1837.700072,1847.708994,1976.57687,1993.03783,2030.380351,2116.983112,2239.882907,2333.603472,2457.367927,2420.657148,2459.716298,2484.411539,2551.163624,2633.46895,2737.52319,2762.718618,2576.711063,2644.907104,2617.102628,2671.734161,2774.391925,2876.405122,2908.382199,2956.378682,2856.854093,3007.743578,2991.622123,3022.990074,3154.563942,3164.968393,3229.679308,3275.105148,3499.919286,3426.684685,3508.235962,3684.034635,3689.56638,3842.38551,3892.424019,3934.552373,3991.177654,4137.407109,4137.556099,4238.333571,4192.939242,4264.193681,4350.739238,,
IDA & IBRD total,,1120.811882,1169.929696,1232.712969,1266.158896,1263.63633,1302.224102,1378.450222,1380.996452,1389.563476,1479.14924,1531.942322,1516.472658,1557.702474,1612.663667,1690.455621,1706.415178,1720.982106,1830.543004,1849.359042,1893.709717,1979.669504,2068.372084,2148.202741,2228.889545,2196.880016,2223.884209,2236.452485,2289.656185,2345.70072,2426.448804,2436.273909,2335.263934,2402.713764,2343.615839,2402.417867,2494.152927,2556.481426,2587.329541,2643.707469,2580.221015,2698.526438,2683.872208,2685.384416,2821.439551,2801.299704,2878.900501,2924.639458,3083.859561,3066.600189,3098.00429,3234.880061,3262.219767,3355.867333,3397.984573,3470.265691,3468.955706,3604.578062,3600.450197,3700.577053,3672.844358,3724.445431,3783.584209,,
IDA total,,987.3188785,984.2274128,1011.912714,1015.672083,989.7995917,950.4823379,1033.174382,1059.913953,1059.787503,1054.978417,1051.275693,1067.142909,1072.363477,1153.31412,1197.231526,1177.295217,1205.094092,1230.516142,1247.160913,1344.378711,1416.722415,1379.515502,1400.802876,1327.672165,1374.926679,1391.38181,1352.612767,1407.824726,1390.503778,1388.421775,1381.189065,1376.63744,1455.803137,1361.482641,1448.647738,1502.415558,1439.800216,1518.886675,1599.236794,1638.714064,1651.734124,1675.106886,1670.264967,1738.249353,1733.033677,1840.082581,1878.955871,1872.344412,1984.22664,1966.403222,1943.622411,2022.817641,1982.199146,2033.946074,2109.533013,2043.776837,2106.991959,2134.962714,2199.963127,2226.712557,2232.764996,2214.9891,,
IDA blend,,822.4335028,840.9145279,838.5111376,817.8570914,804.0608263,763.7236397,855.6668302,918.632331,892.4937644,962.0507132,980.568115,1041.337786,970.6171647,1173.720067,1200.705212,1133.669544,1252.353888,1221.858673,1289.821958,1337.140455,1601.90933,1551.512701,1479.92835,1355.720432,1463.622492,1491.595105,1355.481201,1483.725341,1472.690749,1424.60636,1386.365265,1434.535042,1477.155159,1421.212001,1509.399959,1551.275842,1523.865271,1623.677517,1652.782216,1683.723786,1696.328417,1701.888126,1765.860216,1843.725982,1898.180792,1924.301172,1942.077154,1974.758193,2083.476068,2029.928283,2041.261711,2058.2802,2055.768083,2192.6142,2182.399377,2233.958067,2242.231239,2273.527911,2306.675674,2345.395826,2395.914808,2371.475964,,
Indonesia,,1541.7,1553.5,1501.9,1512.8,1559.8,1514.3,1549.3,1808.5,1944.1,2000.8,2081.7,2152.4,2127.2,2280.3,2307.3,2472.6,2424.5,2493,2622.4,2865.7,3022.1,3332.1,3320.3,3379.4,3513.3,3476.2,3604.7,3568.3,3778.6,3800.2,3862.1,3817.1,3916.3,3865.5,3842.8,3944.9,4011.4,3816.9,3895.7,4026.4,4044.9,4169.5,4248.1,4274.5,4311.3,4365.8,4413.9,4703,4808.7,4872.4,4891.3,5086.8,5087,5099.1,5313.8,5158.7,5138.4,5227.8,5351.2,5461.8,5695.7,5833.8,5828.8,
IDA only,,1058.586787,1045.532581,1085.17719,1101.81634,1075.016407,1029.250502,1108.479359,1124.001352,1144.659267,1097.540052,1083.162527,1077.501696,1120.725997,1144.442407,1195.830782,1195.84469,1186.870448,1233.749775,1230.971084,1347.129226,1354.330392,1318.654104,1371.761183,1316.5264,1340.231176,1347.002923,1351.274351,1375.846528,1353.719982,1371.571319,1378.725017,1349.894383,1445.359144,1333.369333,1419.411591,1479.704374,1400.731548,1471.35517,1574.912766,1617.812512,1633.310147,1663.817697,1632.016594,1691.905155,1667.577985,1804.253764,1852.52812,1831.994145,1949.222805,1943.97851,1909.674708,2010.333547,1956.949949,1978.313045,2082.449423,1975.977146,2057.026977,2085.658345,2161.772461,2184.862531,2174.040663,2159.259945,,
Isle of Man,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
India,,947.3,929.7,965.8,993.6,854.4,864.2,993.7,1036.6,1053.7,1134.8,1136.1,1107.8,1152.8,1074.5,1260.8,1198.7,1331.1,1370.2,1222.3,1350,1398.8,1346.4,1564.4,1563.8,1592.2,1585.4,1583.7,1775.8,1916.4,1891.2,1926.3,2024.8,2084.9,2115.5,2111.7,2181,2228.6,2248.4,2313.7,2294.2,2423.1,2187.3,2399.4,2350,2411.6,2446.5,2583.3,2637.9,2580.8,2676.4,2860.7,2963.5,2977.5,2966.4,2854,2995.1,3127.7,3278,3416,3383.8,3497.8,3589.1,3626.4,
Not classified,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ireland,,3141.5,3330.8,3125.6,2929.2,3111.2,3270,3563.8,4002.5,3920.2,3633.8,4090.2,3846.7,3690,4140.7,4070.2,3581.5,4920.8,4558.6,4778.7,4650.5,4771.1,5279.3,5035.9,6179.4,5238.2,5363,6286.3,6411,5996.3,6577.4,6521,6741.2,5728.1,5988.3,6578.7,7322,6297.1,6236.6,6985.7,7795.7,7580.9,6567.1,7100.7,8077.9,6904.7,7465.2,7188.8,7644.9,6887.1,7456.3,8441.5,6741.2,7802.1,8471.4,9008.2,8222.8,8783.6,6839.5,8505.2,7124.8,8606.5,8701.5,6977.8,
"Iran, Islamic Rep.",,849.9,883.6,857.4,850.2,882.1,883.6,879.8,875.1,884.2,884.7,821.9,917.9,924.8,908,1052.9,1220.4,1143.4,1200.6,1234.9,1066.9,1020.9,1196.8,1092.8,1201.3,1223.3,1357,1302.7,1287.1,1140.3,1445.3,1611.5,1706.6,1773.4,1817.4,1909.1,1849.2,1857.3,2160.8,2049.7,1835.1,1932.6,2272.9,2383.4,2417.1,2301.2,2391.8,2454.3,1720.9,1997.2,2173.5,1713.7,1745.4,1847.1,2051.5,2231,2653.3,2531,2657.3,2653.7,2618.8,2301.5,2317.6,2420.4,
Iraq,,905.8,951.4,787.8,747.8,808.9,780.2,830,1196.1,1142.8,1012.2,1078,1443.1,941.7,893,679.4,974.3,962.3,772.7,767.6,825.9,902.2,876.9,734.9,1015.9,985.1,821.2,891.7,1052.2,920.9,1061,799.6,755,706.1,792.5,801.2,899.7,799.9,864.8,590,363.2,692.7,1306.4,1209.8,1191.6,948.1,1329.2,1264.8,1403.5,1774.5,1697.1,1798.5,2318.9,2293.9,2116.7,2726.6,3138.9,2833.8,2682.6,2673.7,2639.3,2793.3,2978.6,2748.9,
Iceland,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3186.8,3212.6,3523.8,2600,3590.9,4858,3120.8,2966.7,2430.1,
Israel,,1108,1160.1,1056.5,2044.4,1852.8,1052.7,2060.8,1481.3,1348.4,1186.3,1791.6,2642.5,2278,2353.8,2179.7,1790.8,1911.2,1530,1249.7,2316.6,1954.7,1669.5,3261.2,1638.9,2240.5,2460,3566.7,2846.6,2776.5,3486,2644.1,3266.9,3014.9,1885.6,3133.7,2797,1969.2,2470.1,1668.4,2443.3,2454.8,2689.5,3306.5,3066.7,2951.9,2398.5,2752.1,2438.8,3174.1,3037.6,3669.3,4299.5,4177.1,4910.1,4978.9,4834.9,3196.9,2461.7,3624.2,3834.1,2147.5,1844.4,2550.9,
Italy,,2181.5,2225.3,2115.2,2243,2399.3,2399.8,2628.8,2527.1,2676.1,2754.7,2963.1,2926.8,2983,3157,3302,3206,3198.7,3437.5,3435,3521.1,3686.7,3585,3526.6,3927.2,3739.3,3855.4,3920.1,3807,3702.7,3944.9,4366.3,4707.4,4850.9,4675.3,4667.4,4948.3,4747.6,5078.2,5047.4,4993.9,4821.4,4959.2,4307.2,5444.4,5361.4,5316.1,5174,5353,5086.9,5322.5,5677.2,5315.1,5264.6,5717.5,5402.2,5599,5174.8,5350.8,5336.2,5626.5,5562.8,4750,5059.4,
Jamaica,,868.3,1042.2,1105.7,1227.3,1244.8,1065.8,1221.2,932.9,1236.4,1368,1282.8,1106.2,1158,1552.6,1871.1,1844.4,2156.8,1699.7,1560.1,1785.2,1655.2,1569,1907.9,2041.5,1856.8,1359,1355.8,1603.1,1295.7,1115.7,1285.1,1493.5,1572.8,1405.8,1362.3,1374.5,1159.8,1149.6,1220.5,1146.8,1209.1,1179.8,1230.3,1185.4,1255.9,1228.9,1222.2,1294.2,1315.7,1266.9,1356.4,1282.8,1200.3,1138.7,1143.1,1090.1,1162.5,1148.5,1125.8,1114.3,1118,1162.4,1140.4,
Jordan,,550.7,381.7,353.5,1010.7,1024.6,446.3,758.8,395.9,910.4,226.5,657.3,864.2,425.2,915.4,363.7,422.9,432.6,369.1,151.3,932.7,477.8,478.6,829.2,538.1,615.2,617.7,918.6,1010.6,914.5,1220,937.7,1197.5,1370.4,1246.9,1186.4,1325.3,899.7,1038.3,1841.8,1205.8,1097.8,1145.1,1237.2,966.3,1087.7,748.6,710.4,698.4,858.9,1355.9,1555,1323.1,1446.9,1315.9,1115.3,1274.9,1309.6,1221.7,1354.3,1858.1,1532,1434.7,1595.1,
Japan,,4173.5,4339.6,4224,4318.4,4398.2,4509.3,5136.6,5227.3,5072.2,5125.4,4917,5507.2,5748.1,5630,5933.3,5276.2,5931.6,5897,5705.6,4843.2,5206.9,5308.4,5300.5,5957.7,5847.2,5898.9,5683.5,5469.2,5673.7,5846.3,5415.6,5876.7,4429.4,6448.7,6003.2,6154.5,6061.5,5809.5,5998.9,6256.6,6107,6085.5,5451,5942.3,6154,5852.4,6062.1,6262.4,5919.5,5853.7,6010.6,6248.5,6281.5,6325.1,6316.7,6253.4,6284.5,6132.3,6295.5,6230.1,6417,6319.9,6245.1,
Kazakhstan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1338.4,988.5,839.3,580.7,722.5,876.1,561.1,1303.8,942.5,1216.6,1145.7,1077.5,884.3,998.2,1170.9,1326.9,1011.3,1253.1,804.1,1688.6,865,1164.9,1172.7,1278.1,1347.7,1355,1366,1155.2,1287.7,1048.8,1377.2,1037.4,
Kenya,,1244.7,1206.7,1249.7,1199.6,1143,1139.9,1235.3,1286.7,1303,1278.2,1270.2,1286.5,1306.3,1352.2,1396.8,1582.8,1550.8,1409.5,1282.7,1241.7,1561.6,1962.7,1675.9,1343.1,1633.8,1886.2,1568.5,1745.6,1723,1561.8,1712.4,1661.1,1461.2,1918.2,1753.1,1402.6,1397.2,1590,1427.7,1375,1639.6,1488.3,1594,1805.7,1646.1,1646.4,1773.1,1417.5,1242.8,1710.1,1514.6,1744.8,1661.5,1583.4,1772.7,1383.1,1426,1709.2,1604.7,1842.6,1522.4,1477.4,1757.5,
Kyrgyz Republic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2782.6,2471.6,1813.2,1630.8,2158.2,2373,2493.5,2483.6,2669.3,2866.9,2665.4,2774.2,2876.5,2677.9,2550.6,2512.9,2380.2,3034.2,2610.5,2603.1,2367.1,2904,2276.3,2999,3104.2,3093.4,3162.2,3234,3260.4,2334.9,3249.4,2798.6,
Cambodia,,1126.5,917.8,1194.7,1183.7,1063.9,1106.1,1219.9,1397.2,1280.7,1589.8,1445.5,1378.9,1285.1,1146.3,1199,1113.7,1016.9,1014.1,716.1,1179.8,1123.4,1193.3,1253.5,1281.1,1239.3,1371.7,1314.2,1355.2,1427.2,1362.1,1390.6,1315.9,1301.2,1481.1,1778.9,1800.9,1761.4,1777,1933.5,2133.6,2092.6,1922,2160.6,2024.8,2508.7,2533.1,2677.3,2804.8,2938.6,3015.7,3021.5,3177.8,3213.4,3095.7,3088.8,3266.5,3438.6,3507.8,3415.2,3441.3,3565.6,3654,3722.1,
Kiribati,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
St. Kitts and Nevis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Korea, Rep.",,3197.2,2794.1,2928,3248.8,3036.7,3537,3265.4,3190.6,3764.8,3720,3871.7,3885,4056.9,4077.1,4407.1,4859.6,5239.7,5667.6,5727.9,4055.9,5173.4,5416.6,5529.1,5715.7,5798.5,5876.2,5585,6142,6086,5853,5639,5937.6,5322.1,5872.1,5765.3,6403.1,6602.9,6030.7,6314.1,6379.5,6465.6,6017.1,5786.9,6427,6302.3,6299.9,6035.3,6630,6745.3,6202.2,6292.7,6135.8,6479.2,6618,6814.9,6792.7,6678.5,6607.2,6538.1,6211.6,6826.1,6612.2,6615.2,
Kuwait,,,,,,,,,1500,1666.7,2000,2000,2000,2666.7,2250,2000,2133.3,2076.9,2977.3,3125,3188.4,3059.3,3060.6,3046.9,3019.5,5260.6,5672.1,5552.8,5274.7,3577.4,3652.7,2930.3,5939.1,4602.3,9148.1,6738.8,6496.2,6118.4,4922.3,4470,5611.2,5844,7329.6,10253.4,6188.9,6423.2,8717.7,10498.9,9235.8,7977.4,10805.8,14171.5,13782.5,17975.1,21865.5,6542.5,5220.5,5656.2,10483.2,17625.4,15627.2,14702.4,14492.4,14956.8,
Latin America & Caribbean (excluding high income),,1279.09517,1345.140105,1314.67168,1390.183721,1364.386238,1363.430972,1431.956747,1344.660425,1418.118436,1535.654991,1494.89733,1441.87529,1620.618321,1665.535117,1632.092046,1643.956721,1689.436814,1712.63195,1716.999282,1791.082003,1998.031587,1985.955338,1981.44579,2089.204996,2132.499391,2017.839093,2080.543985,2063.958743,2068.327815,2053.012276,2100.682035,2386.383258,2493.381472,2388.129628,2523.399314,2466.070791,2617.344089,2802.47284,2770.055358,2809.765588,3007.483508,2896.174026,3154.006391,3135.491861,3152.141127,3209.820451,3507.870948,3630.446133,3299.203816,3824.749874,3772.602312,3942.563466,4141.373496,4146.211421,4342.300985,4154.654466,4676.749073,4331.766842,4844.540908,4708.823225,4414.418077,4590.034752,,
Lao PDR,,884.1,877.1,877,812.5,819.5,820.8,855.2,1188.1,1357.6,1365.7,1229.9,1240.6,1338.7,1327.9,1343.8,1248.6,1242.3,1241.7,1252.4,1422.3,1530.2,1466.8,1563.9,1982,2069.2,2221.2,2192.9,1873.7,2311.1,2268,2186.6,2611,2242.8,2555.2,2492.7,2523.3,2719.1,2687.6,2899.8,3017.7,3094.4,3244.5,3116.7,3261.4,3577.2,3634.4,3837.3,4015.5,4170.1,3831.5,4043.3,4081.7,4195.6,4507.8,4608.2,4626.7,4497.7,4504.2,4317.6,3993,4158.2,4454.2,4434.9,
Lebanon,,1067.5,1163.1,1161.9,956,829.8,1067.2,1072.4,746.6,801,932.8,871.5,1222.1,1073.6,1416.5,1253,967,1123.1,1023.5,913.5,1168.9,1261.5,1252.9,1128.4,1192.5,1338.9,1501.5,1824.6,1838.9,1960.8,1878.3,2024.9,2099.9,2154.6,2067.9,2568.9,2449.7,1639.1,1943.3,1738.3,2414.9,2911.7,2467.5,2372,2727.6,2703.1,2684.8,2189.7,2687.7,2618.9,2624.9,2763.2,2889.3,2981.4,3386,3268.6,3155.5,2898.5,2970.1,2940.6,3100,2177.9,2414.5,2415.3,
Liberia,,575,571.4,523,509.8,525.3,1060.2,1059.7,1085.7,1108.8,1233.8,1234.6,1235.3,1236.3,1233.8,1199,1225,1242.7,1257.7,1238.8,1233.5,1281,1352.4,1230.3,1286.7,1252.5,1235.5,1262.3,1276.6,1166.1,1028.6,909.1,916.7,1083.3,1111.1,1124,1249.3,1245.6,1293.4,1277.2,1278,1115.4,916.7,833.3,916.7,1290,1261.5,1448.8,1553.4,1183.5,1178.6,1173.1,1285.3,1250.1,1172,1129.1,1073.2,1059.5,1083.6,1128.2,1148.1,1051.9,1120.6,1067.5,
Libya,,214.7,221,255.3,235,341.9,319.9,292.4,242.3,326,219.6,229.8,581.1,627.1,398,472.4,463,286.8,435.4,351.7,386.9,550.2,769.6,756.9,579.9,595,672.1,620.8,659.9,665.7,674.5,701,702.1,696.5,676.2,679.1,678,836.9,705.7,652.1,637.7,619.4,632.3,620,620,622.8,622.6,623,621.7,634.1,669.9,664.5,681.4,663.8,666.8,665.3,669.9,676,680.5,679.7,672.4,673.4,671.9,671.4,
St. Lucia,,1250,1250,1250,1500,1250,1500,1500,961.5,892.9,840,714.3,750,632.7,700,700,700,700,700,700,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Latin America & Caribbean,,1271.929215,1334.179341,1308.559826,1387.825506,1361.999006,1366.019521,1429.096239,1347.176977,1412.763124,1533.127238,1494.774261,1445.289301,1611.352559,1662.05103,1627.230314,1632.070087,1695.087276,1713.53771,1729.044311,1800.225393,1997.183102,1988.824497,1984.850801,2097.183378,2140.780144,2036.93864,2098.616471,2094.074523,2111.223671,2091.414491,2143.46127,2420.072555,2525.080638,2431.453208,2566.427261,2513.904823,2659.916553,2847.029367,2810.009153,2849.635259,3042.475915,2940.039071,3189.731504,3188.408441,3206.254241,3265.468211,3540.605887,3656.846836,3334.033016,3853.316122,3809.498797,3963.338545,4159.767917,4169.475382,4353.657093,4183.992339,4680.836899,4339.244458,4851.894526,4714.578939,4433.533556,4586.633974,,
Least developed countries: UN classification,,1072.018127,1036.087125,1086.789627,1105.62645,1074.360552,1023.952314,1103.466744,1120.751186,1140.176724,1117.099022,1087.112426,1057.49983,1146.677461,1133.646149,1207.615036,1197.921503,1197.550941,1230.495508,1236.354395,1325.133828,1329.928658,1318.312483,1366.374233,1322.03061,1327.264948,1318.220345,1344.194958,1329.510337,1388.887968,1380.061376,1372.882564,1318.803148,1394.611174,1284.820128,1371.545749,1433.280406,1367.319959,1430.38788,1561.857238,1601.121395,1595.247006,1612.892068,1577.05171,1644.058305,1621.047537,1752.301917,1815.725954,1821.77011,1900.932587,1910.8352,1868.04485,1985.442792,1913.911142,1956.486805,2030.129504,1933.075533,2018.632361,2049.679449,2084.181644,2116.707435,2138.365392,2123.729193,,
Low income,,895.455277,943.4422388,928.3062259,961.5022193,918.8340834,909.6300254,978.9689496,961.863723,1016.075227,923.3195574,944.1938965,973.6263582,921.8996528,1007.089518,1004.602381,1024.823856,959.2492308,1028.853079,994.631004,1050.724265,1066.033471,923.2533858,933.5682106,857.2174189,954.7862956,990.5992892,932.8065646,1024.338763,860.5848688,874.1768269,1008.312389,953.6005543,1053.302687,914.4596831,887.6147958,911.8747557,816.991284,967.0494396,928.3135694,854.2246817,950.2099425,956.3360987,1021.593283,1004.174587,961.1875737,1072.751009,1070.303391,998.8314475,1148.600318,1096.804437,1059.072859,1235.728296,1118.010111,1123.571937,1166.66889,1082.169064,1102.303351,1100.464324,1198.692702,1214.116412,1155.305225,1182.660454,,
Liechtenstein,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sri Lanka,,1765.4,1869.1,1848.4,1917,1681.6,1732.9,2038.5,2283.1,2426.8,2154.7,1939.2,1966.8,1843.5,1885.8,1752.8,1812.1,2022.8,2144.1,2337.7,2501.1,2547.9,2755.3,3065.6,2632.8,2960.6,2990.5,2997.4,2917.1,2880.8,2965,2925.8,2957.7,3024.2,2902,3052.6,3008.5,3143.2,3400.1,3192,3338.2,3424.9,3405.1,3282.6,3563.7,3467.2,3579.8,3727.9,3616.7,3790.6,3974.3,3520.8,3582.9,3833.5,3799.6,3943.3,3845.2,3046,3761.5,4723.6,4733.4,4541.1,3033.2,3804.3,
Lower middle income,,1029.658515,1040.29174,1075.420965,1084.253375,997.6749174,970.7497584,1084.974481,1136.822639,1137.244685,1205.587934,1210.218182,1196.670204,1218.094733,1213.525116,1340.116254,1301.087196,1379.865181,1416.922037,1346.841879,1461.173663,1521.53024,1533.704963,1644.288131,1632.85611,1681.640756,1688.480932,1649.266747,1807.293072,1906.982449,1897.118108,1913.415826,1961.958853,2013.522943,2041.830059,2065.805758,2147.583299,2148.240216,2193.479298,2284.888299,2306.614179,2406.814771,2315.078884,2423.84791,2435.093412,2485.05218,2547.303929,2623.77226,2695.965838,2722.670132,2754.502391,2853.783781,2912.445996,2935.775825,2960.441511,2925.608231,2969.088443,3037.473774,3146.726204,3229.582942,3204.209051,3307.170075,3305.47716,,
Low & middle income,,1103.429907,1163.029761,1225.95101,1259.828279,1244.858799,1279.687579,1360.246634,1364.351726,1372.146831,1472.416749,1510.593832,1482.341468,1529.011561,1586.477684,1670.232285,1670.627472,1693.215021,1805.675903,1830.125014,1872.86006,1966.019867,2040.758582,2133.018573,2205.458661,2186.839566,2205.506051,2221.462632,2273.607498,2324.573111,2411.334606,2422.321043,2423.952279,2506.981947,2448.947205,2511.396842,2607.944361,2625.102729,2688.168306,2743.496696,2695.749748,2776.760557,2753.438266,2779.912302,2892.797084,2885.285885,2976.622997,3030.195682,3163.727356,3148.735807,3184.704046,3318.376054,3387.883546,3445.379064,3467.686539,3568.165354,3536.979577,3644.119757,3661.871723,3768.666484,3730.49769,3779.854152,3809.975386,,
Lesotho,,836.2,814.7,813.3,809.6,756.2,799.3,747,680.2,680.4,605.5,622.8,375.1,588,909.5,703.1,640.1,1507.7,1402.2,1139.5,959.8,830.9,664.4,679.8,648.9,720.6,679.4,601.8,831,919.4,1036.9,460.3,612.1,972.6,818.2,776.4,1183.6,1015.8,1353.3,943.3,718.8,995.5,736.3,609.1,595.4,686.8,490.8,414.4,374.5,402.2,909.1,664.3,655.6,769,683.2,661.5,471.4,990.2,715.9,705,436.7,972.5,728.9,804.1,
Late-demographic dividend,,1300.703651,1405.366688,1519.641046,1589.996484,1700.298739,1771.042956,1824.392431,1839.640717,1813.036383,1967.923633,2036.450966,2000.964126,2116.5809,2206.664432,2227.77705,2292.956595,2215.366052,2418.082197,2545.38001,2541.515801,2624.61086,2877.514058,3054.277786,3230.551829,3150.092157,3186.900132,3215.021078,3240.666244,3324.694073,3496.860285,3503.765845,2860.945148,2905.486082,2884.769737,2998.572617,3164.521079,3258.729116,3343.741964,3414.581481,3179.574052,3391.434785,3400.286707,3407.010371,3581.721902,3551.734994,3659.339305,3688.917464,3901.823635,3858.403878,3970.366272,4131.146141,4104.072745,4287.866084,4361.622402,4439.347351,4438.244389,4634.423805,4575.719373,4682.184152,4666.996208,4638.34601,4780.109874,,
Lithuania,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1933.2,2102,1753.4,1852.8,2417.2,2529.4,2448.4,2020.8,2707.5,2505,2765.9,3037,3254.9,2940.2,1929.4,3007.1,3348.2,3449.6,2763.5,3029.9,4015.3,3687.8,3975.2,4564.6,3859.8,4230.2,3094.1,3801.6,4734.2,3937.2,4210.2,4187.3,
Luxembourg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5328.8,5142.3,5748,5678,6396.6,5634.8,5596.8,5202.9,6106.4,6202.1,5593.3,5193.2,5522.7,5967.4,5935.5,6027.1,4999.6,5339.5,5993.5,5972.6,5736.8,5593.3,6154.3,5539.5,
Latvia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1641.2,1774.4,1842.7,1687,2153.3,2144.2,2057.7,1885,2199,2091.5,2478.3,2176,2426.2,2802.9,2264,2941.6,3104.4,3075.3,2775.5,2738,3767.5,3373.8,3486.5,4513.1,3828.4,4250.2,3026.3,4310.1,4662.8,3900.2,4186,3557.5,
"Macao SAR, China",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
St. Martin (French part),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Morocco,,407.6,1068.9,891.3,864.1,881.3,468.5,728.1,1348.1,880.9,942,1142.6,1120.8,686.4,1051.9,887.8,1187.3,581.9,999.3,928,1019.5,485.2,1146.8,760,837.5,1108.5,1509.7,853.7,1495.4,1342.9,1120,1575.9,587.7,560.4,1584.9,446.5,1687.2,833.9,1122.7,743.5,366.8,894.6,1068.7,1432.9,1512.1,783.9,1652.1,516.4,1002.9,1919.4,1547.5,1614.4,1016.6,1828.3,1454.3,2140.7,936,1757.4,2263.2,1453.6,747.3,2328.8,943.3,1494.9,
Monaco,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Moldova,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2928.2,3832.4,2181.6,2989.5,2288.5,3432.6,2748.9,2443.9,2032.8,2487.1,2502.8,2353.5,2832,2793.4,2550.2,2110.9,3221.6,2372.7,2734,2865.9,1357.1,2851.8,3162.3,2370.9,3197.3,3651.9,3683.2,3859,1893.6,5157.7,2127.9,3434,
Madagascar,,1784.8,1761.6,1758.2,1806.4,1744.9,1585.5,1652.7,1686.2,1770.3,1857.8,1792.4,1797.6,1741.8,1809.5,1759,1847.4,1695.8,1621.2,1687.5,1681.8,1621.7,1593.7,1729.7,1742.6,1749.3,1782.2,1884.6,1823.3,1955.7,1945.3,1927.5,1934.2,1924.4,1926.3,1968,2007.9,2000.8,1875.4,1962.3,1890.9,2020.7,1967.4,2201.7,2353.2,2514.5,2565.3,2620.1,2811.3,3183.4,3271.6,3238,3289.2,3203.2,3010.1,3057.8,2852.1,2750.2,2645.1,2389,2467.7,2776.5,2975.8,2425.6,
Maldives,,888.3,875,897.3,912.5,923.9,916.1,905.8,852.9,783,892.2,760.9,781.3,952.8,986.8,889.9,829.5,798.1,823.5,800,850,766.9,740.3,714.3,1000,1000,1000,1250,1000,1375,1000,1000,1000,1000,999.9,1000,1000,1217,1226.8,1350.5,1476.6,1622.4,1671.4,1502.4,1970.1,1764.7,1928.6,1958.8,2078.8,2141.7,2247.1,2372.2,2494.2,2527.8,2309,2280.1,2467.8,2391.6,2469,2431.4,2432.4,2444,2441.8,2444,
